1,	100,	0,	-nan
2,	94,	0,	-nan
3,	88,	3,	21.8308
4,	87,	7,	13.64
5,	86,	22,	14.8899
6,	86,	41,	15.459
7,	86,	51,	28.2647
8,	86,	59,	29.2017
9,	86,	67,	29.7118
10,	86,	72,	30.3061
11,	86,	72,	29.6426
12,	86,	72,	27.3681
13,	86,	72,	30.1947
14,	86,	72,	29.9497
15,	86,	72,	28.3584
16,	86,	72,	30.4424
17,	86,	72,	31.3434
18,	86,	72,	30.3377
19,	86,	72,	24.2129
20,	86,	72,	20.6215
21,	86,	72,	22.9647
22,	84,	72,	25.0492
23,	84,	72,	20.8642
24,	83,	72,	18.5654
25,	83,	72,	18.8053
26,	83,	72,	20.4735
27,	83,	72,	21.1007
28,	83,	72,	19.2364
29,	82,	72,	18.5006
30,	82,	72,	17.4126
31,	82,	72,	19.2087
32,	82,	72,	20.202
33,	82,	72,	20.1446
34,	81,	72,	18.3114
35,	81,	72,	17.4647
36,	81,	72,	17.8796
37,	81,	72,	18.3873
38,	81,	72,	20.2077
39,	81,	72,	22.759
40,	81,	72,	22.9145
41,	81,	72,	21.19
42,	81,	72,	20.8893
43,	81,	72,	20.9046
44,	81,	72,	21.895
45,	81,	72,	24.2416
46,	81,	72,	24.2977
47,	81,	72,	24.0095
48,	81,	72,	23.7004
49,	81,	72,	23.4781
50,	81,	72,	23.2567
51,	80,	72,	23.1507
52,	80,	72,	23.5005
53,	80,	72,	23.837
54,	80,	72,	23.5197
55,	80,	72,	23.1182
56,	80,	72,	22.1121
57,	79,	72,	20.9984
58,	79,	72,	21.0012
59,	79,	72,	21.0772
60,	79,	72,	20.9602
61,	79,	72,	21.0342
62,	79,	72,	21.4628
63,	79,	72,	21.469
64,	79,	72,	21.4417
65,	79,	72,	21.7504
66,	79,	72,	22.2386
67,	79,	72,	22.0025
68,	79,	72,	21.636
69,	79,	72,	21.6312
70,	79,	72,	21.6175
71,	79,	72,	21.1851
72,	79,	72,	20.9395
73,	79,	72,	20.9738
74,	79,	72,	20.9742
75,	79,	72,	20.999
76,	79,	72,	20.9992
77,	79,	72,	20.9992
78,	79,	72,	21.0005
79,	79,	72,	21.0005
80,	79,	72,	20.9388
81,	79,	72,	21.027
82,	79,	72,	21.0253
83,	79,	72,	19.9755
84,	79,	72,	18.7268
85,	79,	72,	16.9172
86,	79,	72,	16.771
87,	79,	72,	16.8362
88,	79,	72,	17.0717
89,	79,	72,	17.1101
90,	79,	72,	17.2276
91,	79,	72,	17.2269
92,	79,	72,	17.5835
93,	79,	72,	17.5715
94,	79,	72,	17.5599
95,	79,	72,	17.5437
96,	79,	72,	17.7553
97,	79,	72,	18.0806
98,	79,	72,	18.1844
99,	79,	72,	18.1844
