1,	100,	0,	-nan
2,	100,	0,	-nan
3,	100,	3,	21.8308
4,	100,	14,	26.4804
5,	100,	25,	24.8553
6,	100,	45,	19.2229
7,	100,	52,	22.6121
8,	100,	63,	27.8727
9,	100,	67,	26.7579
10,	100,	72,	22.9089
11,	100,	72,	22.49
12,	100,	74,	23.1305
13,	100,	74,	23.4714
14,	100,	74,	23.1373
15,	100,	74,	28.3813
16,	100,	74,	31.9623
17,	100,	74,	32.5244
18,	100,	74,	35.2793
19,	100,	74,	33.0727
20,	100,	74,	28.1736
21,	100,	74,	30.0982
22,	100,	74,	29.2253
23,	100,	74,	29.9175
24,	100,	74,	28.4271
25,	100,	74,	28.0677
26,	100,	74,	28.6018
27,	100,	74,	28.1163
28,	100,	74,	28.4483
29,	100,	74,	23.5986
30,	100,	74,	22.3936
31,	100,	74,	22.2203
32,	100,	74,	19.0065
33,	100,	74,	18.5718
34,	100,	74,	16.668
35,	100,	74,	16.9221
36,	100,	74,	16.9276
37,	100,	74,	16.4188
38,	100,	74,	16.4021
39,	100,	74,	16.4214
40,	100,	74,	16.1595
41,	100,	74,	16.041
42,	100,	74,	16.0334
43,	100,	74,	16.083
44,	100,	74,	15.7183
45,	100,	74,	15.8784
46,	100,	74,	15.9843
47,	100,	74,	13.6358
48,	100,	74,	14.4595
49,	100,	74,	14.689
50,	100,	74,	15.1644
51,	100,	74,	16.3821
52,	100,	74,	16.3478
53,	100,	74,	16.3291
54,	100,	74,	16.3187
55,	100,	74,	16.7028
56,	100,	74,	16.8248
57,	100,	74,	16.716
58,	100,	74,	16.7335
59,	100,	74,	16.7113
60,	100,	74,	16.7278
61,	100,	74,	16.7092
62,	100,	74,	16.7279
63,	100,	74,	16.725
64,	100,	74,	16.7543
65,	100,	74,	16.6043
66,	100,	74,	16.621
67,	100,	74,	16.667
68,	100,	74,	16.6627
69,	100,	74,	16.6259
70,	100,	74,	16.6105
71,	100,	74,	16.6045
72,	100,	74,	16.54
73,	100,	74,	16.4217
74,	100,	74,	16.4105
75,	100,	74,	16.4065
76,	100,	74,	16.4517
77,	100,	74,	16.3726
78,	100,	74,	16.4034
79,	100,	74,	16.4424
80,	100,	74,	16.4702
81,	100,	74,	16.4994
82,	100,	74,	16.4645
83,	100,	74,	16.5949
84,	100,	74,	16.5608
85,	100,	74,	16.911
86,	100,	74,	16.8747
87,	100,	74,	16.7577
88,	100,	74,	16.7895
89,	100,	74,	16.9209
90,	100,	74,	16.9147
91,	100,	74,	16.8678
92,	100,	74,	16.8864
93,	100,	74,	16.8314
94,	100,	74,	16.8319
95,	100,	74,	16.9736
96,	100,	74,	17.0445
97,	100,	74,	16.9977
98,	100,	74,	17.0015
99,	100,	74,	17.0616
