1,	100,	0,	-nan
2,	100,	0,	-nan
3,	100,	1,	45.5937
4,	100,	4,	6.60995
5,	100,	9,	6.61159
6,	100,	22,	9.31396
7,	100,	37,	22.3688
8,	100,	47,	20.964
9,	100,	56,	24.9872
10,	100,	65,	24.5894
11,	100,	72,	24.2231
12,	100,	76,	25.8792
13,	100,	79,	27.8175
14,	100,	81,	29.3868
15,	100,	81,	32.0003
16,	91,	74,	33.437
17,	79,	63,	25.2677
18,	73,	57,	18.3794
19,	68,	52,	22.7223
20,	60,	44,	23.7294
21,	54,	38,	26.4945
22,	45,	29,	30.358
23,	41,	25,	30.5008
24,	36,	20,	26.504
25,	35,	19,	29.776
26,	30,	14,	36.2603
27,	29,	13,	36.6664
28,	28,	12,	43.6174
29,	27,	11,	46.0845
30,	27,	11,	46.6614
31,	26,	10,	40.3642
32,	26,	10,	40.3642
33,	26,	10,	39.7295
34,	25,	9,	33.6971
35,	25,	9,	33.6971
36,	25,	9,	33.6971
37,	25,	9,	36.648
38,	25,	9,	36.648
39,	25,	9,	36.648
40,	24,	8,	30.6919
41,	22,	6,	21.7637
42,	22,	6,	18.395
43,	22,	6,	17.3373
44,	22,	6,	17.3373
45,	22,	6,	17.3373
46,	22,	6,	22.8214
47,	22,	6,	22.8214
48,	22,	6,	22.8214
49,	22,	6,	22.8214
50,	22,	6,	22.8214
51,	22,	6,	21.7637
52,	22,	6,	21.7637
53,	22,	6,	17.3373
54,	22,	6,	17.3373
55,	22,	6,	17.3373
56,	22,	6,	17.3373
57,	22,	6,	17.3373
58,	22,	6,	17.3373
59,	22,	6,	17.3373
60,	22,	6,	17.3373
61,	22,	6,	22.8214
62,	22,	6,	22.8214
63,	22,	6,	21.7637
64,	22,	6,	21.7637
65,	22,	6,	21.7637
66,	22,	6,	17.3373
67,	22,	6,	17.3373
68,	22,	6,	21.7637
69,	22,	6,	22.8214
70,	22,	6,	21.7637
71,	22,	6,	21.7637
72,	22,	6,	21.7637
73,	22,	6,	21.7637
74,	22,	6,	21.7637
75,	22,	6,	21.7637
76,	22,	6,	21.7637
77,	22,	6,	18.395
78,	22,	6,	21.7637
79,	22,	6,	18.395
80,	22,	6,	21.7637
81,	22,	6,	21.7637
82,	22,	6,	21.7637
83,	22,	6,	17.3373
84,	22,	6,	17.3373
85,	22,	6,	17.3373
86,	22,	6,	17.3373
87,	22,	6,	17.3373
88,	22,	6,	22.8214
89,	22,	6,	21.7637
90,	22,	6,	21.7637
91,	22,	6,	21.7637
92,	22,	6,	17.3373
93,	22,	6,	21.7637
94,	22,	6,	17.3373
95,	22,	6,	22.8214
96,	22,	6,	22.8214
97,	22,	6,	21.7637
98,	22,	6,	22.8214
99,	22,	6,	22.8214
